type,id_theme,id_anime,song,spoiler,nsfw,video_link,video_resolution
OP,6549,16,Answer,False,False,https://v.animethemes.moe/SangatsuNoLion-OP1.webm,1080.0
OP,6550,16,Sayonara Bystander,False,False,https://v.animethemes.moe/SangatsuNoLion-OP2.webm,1080.0
ED,6551,16,Fighter,False,False,https://v.animethemes.moe/SangatsuNoLion-ED1.webm,1080.0
ED,6552,16,Nyaa Shougi Ondo,False,False,https://v.animethemes.moe/SangatsuNoLion-ED2.webm,1080.0
ED,6553,16,orion,False,False,https://v.animethemes.moe/SangatsuNoLion-ED3.webm,1080.0
OP,6769,23,Signal,False,False,https://v.animethemes.moe/91Days-OP1.webm,1080.0
ED,6770,23,Rain or Shine,False,False,https://v.animethemes.moe/91Days-ED1.webm,1080.0
OP,6459,33,Absolute Soul,False,False,https://v.animethemes.moe/AbsoluteDuo-OP1.webm,1080.0
ED,6460,33,Believe×Believe,False,False,https://v.animethemes.moe/AbsoluteDuo-ED1.webm,1080.0
ED,6461,33,Apple Tea no Aji,False,False,https://v.animethemes.moe/AbsoluteDuo-ED2.webm,1080.0
ED,6462,33,2/2,False,True,https://v.animethemes.moe/AbsoluteDuo-ED3.webm,1080.0
OP,4681,36,Chase the world,False,True,https://v.animethemes.moe/AccelWorld-OP1.webm,1080.0
OP,4682,36,Burst The Gravity,False,False,https://v.animethemes.moe/AccelWorld-OP2.webm,1080.0
ED,4683,36,→unfinished→,False,False,https://v.animethemes.moe/AccelWorld-ED1.webm,1080.0
ED,4684,36,Unite,False,True,https://v.animethemes.moe/AccelWorld-ED2.webm,1080.0
OP,7478,52,Zenryoku☆Summer!,False,False,https://v.animethemes.moe/AhoGirl-OP1-NCBD1080.webm,1080.0
ED,7479,52,Odore! Kyu-kyoku Tetsugaku,True,True,https://v.animethemes.moe/AhoGirl-ED1-NCBD1080.webm,1080.0
OP,5170,71,Kani☆Do-Luck!,False,False,https://v.animethemes.moe/Aiura-OP1.webm,1080.0
ED,5171,71,Ichigo Ichie,False,False,https://v.animethemes.moe/Aiura-ED1.webm,1080.0
OP,7103,73,Yoru wa Nemureru kai?,False,False,https://v.animethemes.moe/Ajin-OP1-Lyrics.webm,720.0
ED,7104,73,HOW CLOSE YOU ARE,False,False,https://v.animethemes.moe/Ajin-ED1.webm,720.0
OP,6158,76,Yasashii Kibou,False,False,https://v.animethemes.moe/AkagamiNoShirayukiHime-OP1.webm,1080.0
ED,6159,76,Kizuna ni Nosete,False,False,https://v.animethemes.moe/AkagamiNoShirayukiHime-ED1.webm,1080.0
OP,5576,82,Skyreach,False,False,https://v.animethemes.moe/AkameGaKill-OP1.webm,1080.0
OP,5577,82,LIAR MASK,False,False,https://v.animethemes.moe/AkameGaKill-OP2.webm,1080.0
ED,5578,82,"Konna Sekai, Shiritakunakatta.",False,False,https://v.animethemes.moe/AkameGaKill-ED1.webm,1080.0
ED,5579,82,Tsuki Akari,False,False,https://v.animethemes.moe/AkameGaKill-ED2.webm,1080.0
OP,5418,86,Akatsuki no Yona,False,False,https://v.animethemes.moe/AkatsukiNoYona-OP1.webm,1080.0
OP,5419,86,Akatsuki no Hana,False,False,https://v.animethemes.moe/AkatsukiNoYona-OP2.webm,1080.0
ED,5420,86,Yoru,False,False,https://v.animethemes.moe/AkatsukiNoYona-ED1.webm,1080.0
ED,5421,86,Akatsuki,False,False,https://v.animethemes.moe/AkatsukiNoYona-ED2.webm,1080.0
OP,5172,94,Aku no Hana -Kasuga Takao-,False,False,https://v.animethemes.moe/AkuNoHana-OP1.webm,1080.0
OP,5173,94,Aku no Hana -Nakamura Sawa-,False,False,https://v.animethemes.moe/AkuNoHana-OP2.webm,1080.0
OP,5174,94,Aku no Hana -Saeki Nanako-,False,False,https://v.animethemes.moe/AkuNoHana-OP3.webm,1080.0
OP,5175,94,Aku no Hana -Gunma Ken Kiryuu Shi-,False,False,https://v.animethemes.moe/AkuNoHana-OP4.webm,1080.0
ED,5176,94,Hana -a last flower-,False,False,https://v.animethemes.moe/AkuNoHana-ED1.webm,1080.0
ED,5177,94,Hana -a last flower- Ver.Z,False,False,https://v.animethemes.moe/AkuNoHana-ED2.webm,1080.0
ED,5178,94,Hana,True,False,https://v.animethemes.moe/AkuNoHana-ED3.webm,1080.0
ED,5179,94,Hana -a last flower- Ver.X,True,False,https://v.animethemes.moe/AkuNoHana-ED4.webm,1080.0
OP,5580,98,heavenly blue,False,False,https://v.animethemes.moe/AldnoahZero-OP1.webm,1080.0
ED,5581,98,A/Z,False,False,https://v.animethemes.moe/AldnoahZero-ED1.webm,1080.0
ED,5582,98,aLIEz,False,False,https://v.animethemes.moe/AldnoahZero-ED2.webm,1080.0
OP,5424,113,Extra Magic Hour,False,False,https://v.animethemes.moe/Amaburi-OP1.webm,1080.0
ED,5425,113,Elementario de Aimashou,False,False,https://v.animethemes.moe/Amaburi-ED1.webm,1080.0
OP,3795,122,"My Soul, Your Beats!",False,False,https://v.animethemes.moe/AngelBeats-OP1.webm,1080.0
OP,3796,122,"My Soul, Your Beats!",False,False,https://v.animethemes.moe/AngelBeats-OP2.webm,1080.0
ED,3797,122,Brave Song,False,False,https://v.animethemes.moe/AngelBeats-ED1.webm,720.0
ED,3798,122,Ichiban no Takaramono ~Yui final ver.~,True,False,https://v.animethemes.moe/AngelBeats-ED2.webm,720.0
ED,3799,122,Ichiban no Takaramono,True,False,https://v.animethemes.moe/AngelBeats-ED3.webm,720.0
OP,4207,135,Aoi Shiori,False,False,https://v.animethemes.moe/Anohana-OP1.webm,1080.0
ED,4208,135,Dear Love,False,False,https://v.animethemes.moe/Anohana-ED1.webm,1080.0
ED,4209,135,secret base ~Kimi ga Kureta Mono~ (10 years after ver.),False,False,https://v.animethemes.moe/Anohana-ED2.webm,1080.0
ED,4210,135,Still...,False,False,https://v.animethemes.moe/Anohana-ED3.webm,1080.0
OP,4211,135,Circle Game,True,False,https://v.animethemes.moe/Anohana-OP2.webm,1080.0
OP,4815,137,Kyoumu Densen,False,False,https://v.animethemes.moe/Another-OP1.webm,1080.0
ED,4816,137,anamnesis,False,False,https://v.animethemes.moe/Another-ED1.webm,1080.0
OP,6466,138,Seishun Satsubatsu-ron,False,False,https://v.animethemes.moe/AnsatsuKyoushitsu-OP1.webm,1080.0
OP,6467,138,Jiriki Hongan Revolution,False,False,https://v.animethemes.moe/AnsatsuKyoushitsu-OP2.webm,1080.0
ED,6468,138,"Hello, shooting-star",False,False,https://v.animethemes.moe/AnsatsuKyoushitsu-ED1.webm,1080.0
OP,7107,139,QUESTION,False,False,https://v.animethemes.moe/AnsatsuKyoushitsuS2-OP1.webm,1080.0
OP,7108,139,Bye Bye Yesterday,False,False,https://v.animethemes.moe/AnsatsuKyoushitsuS2-OP2.webm,1080.0
ED,7109,139,Kaketa Tsuki,False,False,https://v.animethemes.moe/AnsatsuKyoushitsuS2-ED1.webm,1080.0
ED,7110,139,Mata Kimi ni Aeru Hi,False,False,https://v.animethemes.moe/AnsatsuKyoushitsuS2-ED2.webm,1080.0
OP,5583,142,Sekai wa Koi ni Ochiteiru,False,False,https://v.animethemes.moe/AoHaruRide-OP1.webm,1080.0
ED,5584,142,Blue,False,False,https://v.animethemes.moe/AoHaruRide-ED1.webm,1080.0
OP,4212,143,CORE PRIDE,False,False,https://v.animethemes.moe/AoNoExorcist-OP1.webm,1080.0
OP,4213,143,IN MY WORLD,False,False,https://v.animethemes.moe/AoNoExorcist-OP2.webm,1080.0
ED,4214,143,Take off,False,False,https://v.animethemes.moe/AoNoExorcist-ED1.webm,1080.0
ED,4215,143,Wired Life,False,False,https://v.animethemes.moe/AoNoExorcist-ED2.webm,1080.0
OP,7824,144,Itteki no Eikyou,False,False,https://v.animethemes.moe/AoNoExorcistS2-OP1-NCBD1080.webm,1080.0
ED,7825,144,Kono Te de,False,False,https://v.animethemes.moe/AoNoExorcistS2-ED1-NCBD1080.webm,1080.0
OP,8924,174,FLARE,False,False,https://v.animethemes.moe/Arifureta-OP1-NCBD1080.webm,1080.0
ED,8925,174,Hajime no Uta,False,True,https://v.animethemes.moe/Arifureta-ED1-NCBD1080.webm,1080.0
OP,8142,187,Suripisu,False,False,https://v.animethemes.moe/AsobiAsobase-OP1-NCBD1080.webm,1080.0
ED,8143,187,Inkya Impulse,False,False,https://v.animethemes.moe/AsobiAsobase-ED1-NCBD1080.webm,1080.0
OP,2692,212,Gun's & Roses,False,False,https://v.animethemes.moe/Baccano-OP1.webm,1080.0
ED,2693,212,Calling,False,False,https://v.animethemes.moe/Baccano-ED1.webm,1080.0
OP,3877,215,Perfect-area complete!,False,False,https://v.animethemes.moe/BakaTest-OP1.webm,1080.0
ED,3878,215,Baka Go Home,False,False,https://v.animethemes.moe/BakaTest-ED1.webm,1080.0
ED,3879,215,Hare Tokidoki Egao,False,False,https://v.animethemes.moe/BakaTest-ED2.webm,1080.0
OP,3373,218,staple stable,False,False,https://v.animethemes.moe/Bakemonogatari-OP1.webm,1080.0
OP,3374,218,Kaerimichi,False,False,https://v.animethemes.moe/Bakemonogatari-OP2.webm,1080.0
OP,3375,218,Ambivalent World,False,False,https://v.animethemes.moe/Bakemonogatari-OP3.webm,1080.0
OP,3376,218,Ren'ai Circulation,False,False,https://v.animethemes.moe/Bakemonogatari-OP4.webm,1080.0
OP,3377,218,Sugar Sweet Nightmare,False,True,https://v.animethemes.moe/Bakemonogatari-OP5.webm,1080.0
ED,3378,218,Kimi no Shiranai Monogatari,False,False,https://v.animethemes.moe/Bakemonogatari-ED1.webm,1080.0
OP,3595,224,Blue Bird,False,False,https://v.animethemes.moe/Bakuman-OP1.webm,1080.0
ED,3596,224,BAKUROCK ~Mirai no Rinkakusen~,False,False,https://v.animethemes.moe/Bakuman-ED1.webm,1080.0
ED,3597,224,Genjitsu to Iu Na no Kaibutsu to Tatakau Mono-tachi,False,False,https://v.animethemes.moe/Bakuman-ED2.webm,1080.0
OP,8148,242,found & lost,False,False,https://v.animethemes.moe/BananaFish-OP1-Lyrics.webm,720.0
OP,8149,242,FREEDOM,False,False,https://v.animethemes.moe/BananaFish-OP2-NCBD1080.webm,1080.0
ED,8150,242,Prayer X,False,False,https://v.animethemes.moe/BananaFish-ED1-Lyrics.webm,720.0
ED,8151,242,RED,False,False,https://v.animethemes.moe/BananaFish-ED2-NCBD1080.webm,1080.0
OP,5587,250,Rashisa,False,False,https://v.animethemes.moe/Barakamon-OP1.webm,1080.0
ED,5588,250,Innocence,False,False,https://v.animethemes.moe/Barakamon-ED1.webm,1080.0
OP,8781,259,Wild Side,False,False,https://v.animethemes.moe/Beastars-OP1-NCBD1080.webm,1080.0
ED,8782,259,Le zoo,False,False,https://v.animethemes.moe/Beastars-ED1-NCBD1080.webm,1080.0
ED,8783,259,Nemureru Honoo,False,False,https://v.animethemes.moe/Beastars-ED2-NCBD1080.webm,1080.0
ED,8784,259,Marble,False,False,https://v.animethemes.moe/Beastars-ED3-NCBD1080.webm,1080.0
ED,8785,259,Tsuki ni Ukabu Monogatari,True,False,https://v.animethemes.moe/Beastars-ED4.webm,720.0
OP,4347,263,Dadada,False,False,https://v.animethemes.moe/Beelzebub-OP1.webm,1080.0
OP,4348,263,"Hajimaru no wa, Sayonara",False,False,https://v.animethemes.moe/Beelzebub-OP2.webm,1080.0
OP,4349,263,Hey!!!,False,False,https://v.animethemes.moe/Beelzebub-OP3.webm,1080.0
OP,4350,263,Baby U!,False,False,https://v.animethemes.moe/Beelzebub-OP4.webm,1080.0
OP,4351,263,Only you- Kimi tono Kizuna -,False,False,https://v.animethemes.moe/Beelzebub-OP5.webm,1080.0
ED,4352,263,Answer,False,False,https://v.animethemes.moe/Beelzebub-ED1.webm,1080.0
ED,4353,263,Tsuyogari,False,False,https://v.animethemes.moe/Beelzebub-ED2.webm,1080.0
ED,4354,263,Nanairo Namida,False,False,https://v.animethemes.moe/Beelzebub-ED3.webm,1080.0
ED,4355,263,Papepipu♪ Papipepu♪ Papepipupo♪,False,False,https://v.animethemes.moe/Beelzebub-ED4.webm,1080.0
ED,4356,263,Shojo Traveler,False,False,https://v.animethemes.moe/Beelzebub-ED5.webm,1080.0
OP,5720,306,black bullet,False,False,https://v.animethemes.moe/BlackBullet-OP1.webm,1080.0
ED,5721,306,Tokohana,False,False,https://v.animethemes.moe/BlackBullet-ED1.webm,1080.0
ED,5722,306,Wasurenai Tame ni,True,False,https://v.animethemes.moe/BlackBullet-ED2.webm,720.0
ED,5723,306,Wasurenai Tame ni for lotus,True,False,https://v.animethemes.moe/BlackBullet-ED3.webm,720.0
OP,7212,308,Haruka Mirai,False,False,https://v.animethemes.moe/BlackClover-OP1-NCBD1080.webm,1080.0
OP,7213,308,PAiNT it BLACK,False,False,https://v.animethemes.moe/BlackClover-OP2-NCBD1080.webm,1080.0
OP,7214,308,Black Rover,False,False,https://v.animethemes.moe/BlackClover-OP3-NCBD1080.webm,1080.0
OP,7215,308,Guess Who Is Back,False,False,https://v.animethemes.moe/BlackClover-OP4-NCBD1080.webm,1080.0
OP,7216,308,Gamushara,False,False,https://v.animethemes.moe/BlackClover-OP5-NCBD1080.webm,1080.0
OP,7217,308,Rakugaki Page,False,False,https://v.animethemes.moe/BlackClover-OP6-NCBD1080.webm,1080.0
OP,7218,308,JUSTadICE,False,False,https://v.animethemes.moe/BlackClover-OP7-NCBD1080.webm,1080.0
OP,7219,308,sky&blue,False,False,https://v.animethemes.moe/BlackClover-OP8.webm,720.0
OP,7220,308,RiGHT NOW,False,False,https://v.animethemes.moe/BlackClover-OP9.webm,720.0
OP,7221,308,Black Catcher,False,False,https://v.animethemes.moe/BlackClover-OP10.webm,720.0
OP,7222,308,Stories,False,False,https://v.animethemes.moe/BlackClover-OP11.webm,720.0
OP,7223,308,Eien ni Hikare,False,False,https://v.animethemes.moe/BlackClover-OP12.webm,720.0
OP,7224,308,Grandeur,False,False,https://v.animethemes.moe/BlackClover-OP13.webm,720.0
ED,7225,308,Aoi Honoo,False,False,https://v.animethemes.moe/BlackClover-ED1-NCBD1080.webm,1080.0
ED,7226,308,Amazing Dreams,False,False,https://v.animethemes.moe/BlackClover-ED2-NCBD1080.webm,1080.0
ED,7227,308,Black to the dreamlight,False,False,https://v.animethemes.moe/BlackClover-ED3-NCBD1080.webm,1080.0
ED,7228,308,four,False,False,https://v.animethemes.moe/BlackClover-ED4-NCBD1080.webm,1080.0
ED,7229,308,four,True,False,https://v.animethemes.moe/BlackClover-ED5-NCBD1080.webm,1080.0
ED,7230,308,Tenjou Tenge,False,False,https://v.animethemes.moe/BlackClover-ED6-NCBD1080.webm,1080.0
ED,7231,308,My Song My Days,False,False,https://v.animethemes.moe/BlackClover-ED7-NCBD1080.webm,1080.0
ED,7232,308,Hana ga Saku Michi,False,False,https://v.animethemes.moe/BlackClover-ED8-NCBD1080.webm,1080.0
ED,7233,308,against the gods,False,False,https://v.animethemes.moe/BlackClover-ED9.webm,720.0
ED,7234,308,Jinsei wa Senjou da,False,False,https://v.animethemes.moe/BlackClover-ED10.webm,720.0
ED,7235,308,New Page,False,False,https://v.animethemes.moe/BlackClover-ED11.webm,720.0
ED,7236,308,Answer,False,False,https://v.animethemes.moe/BlackClover-ED12.webm,720.0
ED,7237,308,A Walk,False,False,https://v.animethemes.moe/BlackClover-ED13.webm,720.0
ED,7238,308,BEAUTIFUL,False,False,https://v.animethemes.moe/BlackClover-ED14.webm,720.0
OP,2438,311,Red Fraction,False,False,https://v.animethemes.moe/BlackLagoon-OP1.webm,1080.0
ED,2439,311,Don't Look Behind,False,False,https://v.animethemes.moe/BlackLagoon-ED1.webm,1080.0
OP,2255,313,Red Fraction,False,False,https://v.animethemes.moe/BlackLagoonS2-OP1.webm,1080.0
ED,2256,313,Don't Look Behind,False,False,https://v.animethemes.moe/BlackLagoon-ED1.webm,1080.0
ED,2257,313,The World of Midnight,False,False,https://v.animethemes.moe/BlackLagoonS2-ED2.webm,1080.0
ED,2258,313,Peach Headz Addiction,False,False,https://v.animethemes.moe/BlackLagoonS2-ED3.webm,1080.0
OP,1790,318,*~Asterisk,False,False,https://v.animethemes.moe/Bleach-OP1.webm,528.0
OP,1791,318,D-tecnolife,False,False,https://v.animethemes.moe/Bleach-OP2.webm,528.0
OP,1792,318,Ichirin no Hana,False,False,https://v.animethemes.moe/Bleach-OP3.webm,528.0
OP,1793,318,"Tonight, Tonight, Tonight",False,False,https://v.animethemes.moe/Bleach-OP4.webm,528.0
OP,1794,318,Rolling Star,False,False,https://v.animethemes.moe/Bleach-OP5.webm,528.0
OP,1795,318,ALONES,False,False,https://v.animethemes.moe/Bleach-OP6.webm,528.0
OP,1796,318,After Dark,False,False,https://v.animethemes.moe/Bleach-OP7.webm,528.0
OP,1797,318,CHU-BURA,False,False,https://v.animethemes.moe/Bleach-OP8.webm,480.0
OP,1798,318,Velonica,False,False,https://v.animethemes.moe/Bleach-OP9.webm,480.0
OP,1799,318,Shoujo S,False,False,https://v.animethemes.moe/Bleach-OP10.webm,480.0
OP,1800,318,Anima Rossa,False,False,https://v.animethemes.moe/Bleach-OP11.webm,480.0
OP,1801,318,chAngE,False,False,https://v.animethemes.moe/Bleach-OP12.webm,480.0
OP,1802,318,Ranbu no Melody,False,False,https://v.animethemes.moe/Bleach-OP13.webm,480.0
OP,1803,318,BLUE,False,False,https://v.animethemes.moe/Bleach-OP14.webm,480.0
OP,1804,318,HARUKAZE,False,False,https://v.animethemes.moe/Bleach-OP15.webm,480.0
ED,1805,318,Life is Like a Boat,False,False,https://v.animethemes.moe/Bleach-ED1.webm,528.0
ED,1806,318,Thank You!!,False,False,https://v.animethemes.moe/Bleach-ED2.webm,528.0
ED,1807,318,Houkiboshi,False,False,https://v.animethemes.moe/Bleach-ED3.webm,528.0
ED,1808,318,Happy People,False,False,https://v.animethemes.moe/Bleach-ED4.webm,528.0
ED,1809,318,Life,False,False,https://v.animethemes.moe/Bleach-ED5.webm,528.0
ED,1810,318,My Pace,False,False,https://v.animethemes.moe/Bleach-ED6.webm,528.0
ED,1811,318,Hanabi,False,False,https://v.animethemes.moe/Bleach-ED7.webm,528.0
ED,1812,318,MOVIN!!,False,False,https://v.animethemes.moe/Bleach-ED8.webm,528.0
ED,1813,318,Baby It's You,False,False,https://v.animethemes.moe/Bleach-ED9.webm,528.0
ED,1814,318,Sakura Biyori,False,False,https://v.animethemes.moe/Bleach-ED10.webm,528.0
ED,1815,318,Tsumasaki,False,False,https://v.animethemes.moe/Bleach-ED11.webm,528.0
ED,1816,318,Daidai,False,False,https://v.animethemes.moe/Bleach-ED12.webm,528.0
ED,1817,318,Tane wo Maku Hibi,False,False,https://v.animethemes.moe/Bleach-ED13.webm,528.0
ED,1818,318,Kansha,False,False,https://v.animethemes.moe/Bleach-ED14.webm,528.0
ED,1819,318,Orange,False,False,https://v.animethemes.moe/Bleach-ED15.webm,528.0
ED,1820,318,Gallop,False,False,https://v.animethemes.moe/Bleach-ED16.webm,528.0
ED,1821,318,Hitohira no Hanabira,False,False,https://v.animethemes.moe/Bleach-ED17.webm,528.0
ED,1822,318,Sky Chord ~Otona ni Naru Kimi he~,False,False,https://v.animethemes.moe/Bleach-ED18.webm,528.0
ED,1823,318,"Kimi wo Mamotte, Kimi wo Aishite",False,False,https://v.animethemes.moe/Bleach-ED19.webm,528.0
ED,1824,318,Mad Surfer,False,False,https://v.animethemes.moe/Bleach-ED20.webm,528.0
ED,1825,318,Sakurabito,False,False,https://v.animethemes.moe/Bleach-ED21.webm,528.0
ED,1826,318,Tabidatsu Kimi e,False,False,https://v.animethemes.moe/Bleach-ED22.webm,528.0
ED,1827,318,Stay Beautiful,False,False,https://v.animethemes.moe/Bleach-ED23.webm,528.0
ED,1828,318,Echoes,False,False,https://v.animethemes.moe/Bleach-ED24.webm,528.0
ED,1829,318,Last Moment,False,False,https://v.animethemes.moe/Bleach-ED25.webm,528.0
ED,1830,318,Song for...,False,False,https://v.animethemes.moe/Bleach-ED26.webm,528.0
ED,1831,318,Aoi Tori,False,False,https://v.animethemes.moe/Bleach-ED27.webm,528.0
ED,1832,318,Haruka Kanata,False,False,https://v.animethemes.moe/Bleach-ED28.webm,528.0
ED,1833,318,Re:pray,False,False,https://v.animethemes.moe/Bleach-ED29.webm,528.0
ED,1834,318,Mask,False,False,https://v.animethemes.moe/Bleach-ED30.webm,528.0
OP,7239,319,Bon Appétit♡S,False,False,https://v.animethemes.moe/BlendS-OP1-BD1080.webm,1080.0
ED,7240,319,Detarame na Minus to Plus ni Okeru Blend Kou,False,False,https://v.animethemes.moe/BlendS-ED1-NCBD1080.webm,1080.0
ED,7241,319,Bon Appétit♡S -All staff ver.-,True,False,https://v.animethemes.moe/BlendS-ED2.webm,720.0
OP,5036,322,ViViD,False,False,https://v.animethemes.moe/BloodLad-OP1.webm,1080.0
ED,5037,322,BLOODY HOLIC,False,False,https://v.animethemes.moe/BloodLad-ED1.webm,1080.0
OP,7114,329,Re:Re:,False,False,https://v.animethemes.moe/BokuDakeGaInaiMachi-OP1.webm,1080.0
ED,7115,329,Sore wa Chiisana Hikari no You na,False,False,https://v.animethemes.moe/BokuDakeGaInaiMachi-ED1.webm,1080.0
OP,6972,330,The Day,False,False,https://v.animethemes.moe/BokuNoHeroAcademia-OP1-NCBD1080.webm,1080.0
ED,6973,330,HEROES,False,False,https://v.animethemes.moe/BokuNoHeroAcademia-ED1-NCBD1080.webm,1080.0
OP,7638,331,Peace Sign,False,False,https://v.animethemes.moe/BokuNoHeroAcademiaS2-OP1-NCBD1080.webm,1080.0
OP,7639,331,Sora ni Utaeba,False,False,https://v.animethemes.moe/BokuNoHeroAcademiaS2-OP2-NCBD1080.webm,1080.0
ED,7640,331,"Dakara, Hitori Janai",False,False,https://v.animethemes.moe/BokuNoHeroAcademiaS2-ED1-NCBD1080.webm,1080.0
ED,7641,331,Datte Atashi no Hero.,False,False,https://v.animethemes.moe/BokuNoHeroAcademiaS2-ED2-NCBD1080.webm,1080.0
OP,8325,332,ODD FUTURE,False,False,https://v.animethemes.moe/BokuNoHeroAcademiaS3-OP1-NCBD1080.webm,1080.0
OP,8326,332,Make My Story,False,False,https://v.animethemes.moe/BokuNoHeroAcademiaS3-OP2-NCBD1080.webm,1080.0
ED,8327,332,Update,False,False,https://v.animethemes.moe/BokuNoHeroAcademiaS3-ED1-NCBD1080.webm,1080.0
ED,8328,332,Long Hope Philia <TV Limited.>,False,False,https://v.animethemes.moe/BokuNoHeroAcademiaS3-ED2-NCBD1080.webm,1080.0
OP,8787,333,Polaris,False,False,https://v.animethemes.moe/BokuNoHeroAcademiaS4-OP1-NCBD1080.webm,1080.0
OP,8788,333,Star Marker,False,False,https://v.animethemes.moe/BokuNoHeroAcademiaS4-OP2-NCBD1080.webm,1080.0
ED,8789,333,Koukai no Uta,False,False,https://v.animethemes.moe/BokuNoHeroAcademiaS4-ED1-NCBD1080.webm,1080.0
ED,8790,333,Shout Baby,False,False,https://v.animethemes.moe/BokuNoHeroAcademiaS4-ED2-NCBD1080.webm,1080.0
ED,8153,334,Long Hope Philia,True,False,https://v.animethemes.moe/BokuNoHeroAcademiaFutariNoHero-ED1.webm,1080.0
ED,8791,335,Higher Ground,False,False,https://v.animethemes.moe/BokuNoHeroAcademiaHeroesRising-ED1.webm,1080.0
OP,3970,338,Zannenkei Rinjinbu (Hoshi Futatsu Han),False,False,https://v.animethemes.moe/Haganai-OP1.webm,1080.0
ED,3971,338,Watashi no Kimochi,False,False,https://v.animethemes.moe/Haganai-ED1.webm,1080.0
OP,5315,339,Be My Friend,False,False,https://v.animethemes.moe/HaganaiNext-OP1.webm,1080.0
ED,5316,339,Bokura no Tsubasa,False,False,https://v.animethemes.moe/HaganaiNext-ED1.webm,1080.0
OP,7642,352,Baton Road,False,False,https://v.animethemes.moe/Boruto-OP1-BD1080.webm,1080.0
OP,7643,352,OVER,False,False,https://v.animethemes.moe/Boruto-OP2-NCBD1080.webm,1080.0
OP,7644,352,It's all in the game,False,False,https://v.animethemes.moe/Boruto-OP3-NCBD1080.webm,1080.0
OP,7645,352,Lonely Go!,False,False,https://v.animethemes.moe/Boruto-OP4-NCBD1080.webm,1080.0
OP,7646,352,Golden Time,False,False,https://v.animethemes.moe/Boruto-OP5.webm,720.0
OP,7647,352,Teenage Dream,False,False,https://v.animethemes.moe/Boruto-OP6.webm,720.0
OP,7648,352,Hajimatte Iku Takamatte Iku,False,False,https://v.animethemes.moe/Boruto-OP7.webm,720.0
OP,7649,352,BAKU,False,False,https://v.animethemes.moe/Boruto-OP8.webm,720.0
ED,7650,352,Dreamy Journey,False,False,https://v.animethemes.moe/Boruto-ED1-NCBD1080.webm,1080.0
ED,7651,352,Sayonara Moon Town,False,False,https://v.animethemes.moe/Boruto-ED2.webm,720.0
ED,7652,352,Boku wa Hashiri Tsuzukeru,False,False,https://v.animethemes.moe/Boruto-ED3-NCBD1080.webm,1080.0
ED,7653,352,Denshin Tamashii,False,False,https://v.animethemes.moe/Boruto-ED4-NCBD1080.webm,1080.0
ED,7654,352,Hana Tori Kaze Tsuki,False,False,https://v.animethemes.moe/Boruto-ED5-NCBD1080.webm,1080.0
ED,7655,352,Leica,False,False,https://v.animethemes.moe/Boruto-ED6-NCBD1080.webm,1080.0
ED,7656,352,Polaris,False,False,https://v.animethemes.moe/Boruto-ED7-NCBD1080.webm,1080.0
ED,7657,352,Tsuyogari LOSER,False,False,https://v.animethemes.moe/Boruto-ED8.webm,720.0
ED,7658,352,Ride or Die,False,False,https://v.animethemes.moe/Boruto-ED9.webm,720.0
ED,7659,352,Mikansei na Hikari-tachi,False,False,https://v.animethemes.moe/Boruto-ED10.webm,720.0
ED,7660,352,Wish on,False,False,https://v.animethemes.moe/Boruto-ED11.webm,720.0
ED,7661,352,Fireworks,False,False,https://v.animethemes.moe/Boruto-ED12.webm,720.0
ED,7662,352,Maybe I,False,False,https://v.animethemes.moe/Boruto-ED13.webm,720.0
ED,7663,352,Central,False,False,https://v.animethemes.moe/Boruto-ED14.webm,720.0
ED,7664,352,Answers,False,False,https://v.animethemes.moe/Boruto-ED15.webm,720.0
ED,10115,352,Kimi ga Ita Shirushi,False,False,https://v.animethemes.moe/Boruto-ED16.webm,720.0
OP,10361,352,Gamushara,False,False,https://v.animethemes.moe/Boruto-OP9.webm,720.0
ED,10362,352,Who are you?,False,False,https://v.animethemes.moe/Boruto-ED17.webm,720.0
ED,10808,352,Prologue,False,False,https://v.animethemes.moe/Boruto-ED18.webm,720.0
OP,11063,352,GOLD,False,False,https://v.animethemes.moe/Boruto-OP10.webm,720.0
ED,11064,352,VOLTAGE,False,False,https://v.animethemes.moe/Boruto-ED19.webm,720.0
ED,11357,352,Twilight Fuzz,False,False,https://v.animethemes.moe/Boruto-ED20.webm,720.0
OP,11600,352,Kirarirari,False,False,https://v.animethemes.moe/Boruto-OP11.webm,720.0
ED,11601,352,Bibouroku,False,False,https://v.animethemes.moe/Boruto-ED21.webm,720.0
ED,11790,352,Ladder,False,False,https://v.animethemes.moe/Boruto-ED22.webm,720.0
OP,12031,352,Shukuen,False,False,https://v.animethemes.moe/Boruto-OP12.webm,720.0
ED,12032,352,Mata ne,False,False,https://v.animethemes.moe/Boruto-ED23.webm,720.0
ED,6170,353,Diver,False,False,https://v.animethemes.moe/BorutoMovie-ED1.webm,694.0
OP,4448,368,"No pain, No game",False,False,https://v.animethemes.moe/Btooom-OP1.webm,1080.0
OP,4449,368,Exist,False,False,https://v.animethemes.moe/Btooom-OP2.webm,1080.0
ED,4450,368,Aozora,False,False,https://v.animethemes.moe/Btooom-ED1.webm,1080.0
OP,6975,373,Trash Candy,False,False,https://v.animethemes.moe/BungouStrayDogs-OP1-NCBD1080.webm,1080.0
